country,year,GDP_Growth_Rate_pct,Inflation_Rate_pct,Unemployment_Rate_pct,Current_Account_Balance_USD_bn,Gross_Govt_Debt_pct_GDP,GDP_Current_Prices_USD_bn
CBQ,1996,4.1,12.6,,-0.138,,34.666
CBQ,1997,3.4,6.7,,-1.652,,37.477
CBQ,1998,2.8,5.6,,-2.1,,40.348
CBQ,1999,3.6,6.0,,-0.996,47.6,42.985
CBQ,2000,2.9,6.2,,-0.426,51.3,45.192
CBQ,2001,1.6,8.5,,-1.36,54.5,45.592
CBQ,2002,2.6,5.2,,-2.196,59.0,47.302
CBQ,2003,5.5,9.7,,-0.712,58.7,48.874
CBQ,2004,3.0,9.8,,0.758,55.1,54.184
CBQ,2005,3.3,9.5,,1.579,53.6,61.334
CBQ,2006,6.1,8.2,,4.307,50.5,66.951
CBQ,2007,3.6,7.0,,1.938,46.6,75.719
CBQ,2008,1.7,12.6,,3.638,47.3,85.34
CBQ,2009,-1.4,5.1,,-0.865,51.6,75.107
CBQ,2010,0.0,6.9,,1.822,54.2,80.457
CBQ,2011,2.2,6.1,,0.339,56.5,87.176
CBQ,2012,2.2,5.9,,-0.251,55.8,91.687
CBQ,2013,2.3,4.5,,0.579,55.4,94.267
CBQ,2014,2.1,4.2,,-1.647,54.9,96.293
CBQ,2015,0.8,3.5,,-1.728,56.1,94.814
CBQ,2016,-0.9,6.6,,-3.387,60.4,89.604
CBQ,2017,0.6,5.4,,-1.997,60.7,93.337
CBQ,2018,1.7,4.3,,-2.917,59.0,97.303
CBQ,2019,0.7,5.3,,-4.488,61.6,96.914
CBQ,2020,-5.3,8.1,,-6.331,74.6,85.112
CBQ,2021,4.9,8.7,,-3.228,69.2,101.838
CBQ,2022,13.6,12.8,,5.34,60.5,119.475
CBQ,2023,8.1,12.9,,2.116,59.7,123.636
CBQ,2024,12.1,6.2,,3.615,53.1,141.444
CBQ,2025,3.6,6.1,,-0.295,51.4,150.761
CBQ,2026,8.2,6.4,,-0.983,50.7,157.071
CBQ,2027,8.8,5.6,,3.013,49.5,165.879
CBQ,2028,8.0,5.2,,8.985,47.9,175.522
CBQ,2029,9.4,4.7,,12.815,46.1,186.52
CBQ,2030,1.6,4.5,,12.731,45.3,192.817
CMQ,1980,2.3,17.3,,-2.401,,35.211
CMQ,1981,1.5,14.1,,-2.934,,35.23
CMQ,1982,-1.7,15.7,,-2.063,,35.789
CMQ,1983,0.6,11.6,,-1.393,,37.587
CMQ,1984,2.2,16.6,,-1.81,,44.792
CMQ,1985,0.4,37.9,,-1.39,,38.872
CMQ,1986,2.3,38.0,,-1.048,,38.318
CMQ,1987,4.1,61.3,,-1.287,,37.985
CMQ,1988,-0.1,51.8,,-0.693,,36.257
CMQ,1989,3.2,54.2,,-1.733,,40.984
CMQ,1990,2.1,58.3,,-1.268,,37.46
CMQ,1991,2.4,31.3,,-1.388,,46.36
CMQ,1992,7.2,10.0,,-3.185,,52.377
CMQ,1993,5.4,9.8,,-3.017,,57.178
CMQ,1994,3.3,10.2,,-2.644,,62.435
CMQ,1995,4.6,12.2,,-2.759,,69.57
CMQ,1996,3.8,10.2,,-2.328,,74.438
CMQ,1997,5.6,8.7,,-2.871,,81.213
CMQ,1998,5.4,6.5,,-3.79,,87.954
CMQ,1999,4.0,5.9,,-4.717,,89.153
CMQ,2000,3.5,6.7,,-5.334,35.1,94.406
CMQ,2001,2.4,7.0,,-4.107,37.2,99.757
CMQ,2002,3.3,5.7,,-4.503,38.7,105.192
CMQ,2003,2.2,9.6,,-3.419,46.1,103.107
CMQ,2004,4.0,15.3,,-3.851,42.1,110.298
CMQ,2005,5.6,7.3,,-5.333,40.5,132.201
CMQ,2006,6.9,6.7,,-6.267,37.5,144.818
CMQ,2007,7.2,6.6,,-10.17,32.5,164.856
CMQ,2008,4.5,11.1,,-16.053,30.7,185.666
CMQ,2009,-0.1,3.0,,-4.574,33.9,185.622
CMQ,2010,5.1,4.6,,-11.24,34.8,206.577
CMQ,2011,5.2,6.5,,-16.405,35.0,231.918
CMQ,2012,4.3,4.3,,-16.019,36.8,250.117
CMQ,2013,4.7,4.4,,-15.983,38.7,265.314
CMQ,2014,4.8,3.5,,-16.749,38.9,282.934
CMQ,2015,4.9,1.3,,-11.817,39.2,302.93
CMQ,2016,4.5,1.9,,-8.302,40.3,319.733
CMQ,2017,4.1,2.7,,-6.95,41.9,337.687
CMQ,2018,3.9,2.8,,-10.522,44.0,351.251
CMQ,2019,3.3,2.1,,-3.735,46.5,365.061
CMQ,2020,-7.2,2.1,,3.487,59.4,336.786
CMQ,2021,11.7,4.6,,-6.891,55.4,385.258
CMQ,2022,5.5,7.3,,-12.379,52.8,434.099
CMQ,2023,4.0,4.2,,-5.264,51.9,481.492
CMQ,2024,3.9,2.3,,-1.908,51.9,511.851
CMQ,2025,3.4,1.9,,-0.272,52.5,540.363
CMQ,2026,3.8,3.0,,-5.752,52.3,573.507
CMQ,2027,4.0,3.3,,-8.226,51.7,611.769
CMQ,2028,4.0,3.3,,-10.317,51.2,652.741
CMQ,2029,4.0,3.3,,-12.041,50.5,696.049
CMQ,2030,4.1,3.3,,-13.375,49.3,742.377
CAQ,1993,2.4,209.8,,-7.82,,269.19
CAQ,1994,-7.2,254.1,,1.49,,209.401
CAQ,1995,3.8,119.4,,-3.792,,276.231
CAQ,1996,5.7,74.0,,-6.17,,302.071
CAQ,1997,6.6,70.1,,-6.476,,317.495
CAQ,1998,2.8,63.8,,-2.964,,334.085
CAQ,1999,-1.1,49.9,,-3.217,,307.78
CAQ,2000,7.1,43.3,,-9.334,,326.424
CAQ,2001,-1.1,40.8,,2.124,,259.682
CAQ,2002,7.0,33.2,,-0.413,67.1,302.81
CAQ,2003,6.8,20.0,,-7.919,60.0,393.731
CAQ,2004,9.5,8.2,,-13.953,51.9,506.694
CAQ,2005,9.7,8.2,,-17.591,44.7,633.526
CAQ,2006,8.8,9.4,,-23.539,36.2,725.103
CAQ,2007,7.4,9.5,,-25.483,30.2,912.703
CAQ,2008,2.8,12.6,,-17.7,30.0,1071.491
CAQ,2009,-1.3,5.9,,-1.948,34.1,917.97
CAQ,2010,8.0,8.1,,-26.598,31.2,1102.521
CAQ,2011,9.6,7.5,,-39.778,27.8,1246.122
CAQ,2012,5.5,7.7,,-26.12,25.6,1324.807
CAQ,2013,7.8,7.1,,-38.784,24.8,1450.294
CAQ,2014,4.6,7.8,,-29.485,23.4,1431.26
CAQ,2015,4.7,7.1,,-41.025,24.7,1287.42
CAQ,2016,2.9,8.5,,-41.421,25.4,1225.102
CAQ,2017,6.5,10.4,,-41.968,26.2,1241.837
CAQ,2018,3.7,13.2,,-12.132,27.2,1197.961
CAQ,2019,2.6,11.9,,9.457,28.7,1185.145
CAQ,2020,0.4,10.4,,-44.858,35.3,1121.225
CAQ,2021,9.3,15.8,,-5.674,35.3,1271.623
CAQ,2022,5.1,47.9,,-20.893,27.9,1457.84
CAQ,2023,5.1,35.8,,-58.79,27.3,1752.614
CAQ,2024,4.1,36.8,,-19.716,24.3,2017.184
CAQ,2025,4.3,24.7,,-36.331,24.7,2253.966
CAQ,2026,4.0,18.4,,-42.672,25.5,2321.763
CAQ,2027,4.0,14.9,,-46.534,26.3,2451.947
CAQ,2028,3.8,12.6,,-51.486,26.5,2637.155
CAQ,2029,3.9,11.6,,-55.367,26.8,2813.472
CAQ,2030,3.9,11.3,,-60.087,26.6,2983.74
EAQ,1980,4.1,9.6,,,,1573.319
EAQ,1981,4.9,5.7,,,,1691.601
EAQ,1982,4.8,3.1,,,,1608.572
EAQ,1983,6.0,2.2,,,,1753.621
EAQ,1984,7.5,2.4,,,,1857.826
EAQ,1985,7.1,3.6,,,,1944.104
EAQ,1986,5.8,2.2,,,,2664.428
EAQ,1987,7.6,2.2,,,,3221.043
EAQ,1988,8.3,5.7,,,,3930.852
EAQ,1989,5.0,6.6,,,,4048.446
EAQ,1990,5.0,3.8,,,,4121.555
EAQ,1991,6.1,4.2,,,,4683.796
EAQ,1992,5.6,3.8,,,,5171.88
EAQ,1993,5.1,5.9,,,,5922.096
EAQ,1994,6.2,8.8,,,,6437.068
EAQ,1995,6.3,6.2,,,77.7,7294.684
EAQ,1996,6.2,3.7,,,78.8,6876.917
EAQ,1997,4.9,2.4,,120.389,79.4,6532.22
EAQ,1998,2.2,0.8,,192.282,87.6,5980.623
EAQ,1999,4.5,-0.7,,175.342,97.5,6723.165
EAQ,2000,6.1,0.1,,176.89,101.1,7289.96
EAQ,2001,4.1,0.4,,133.175,104.1,6763.661
EAQ,2002,5.2,-0.5,,186.007,106.0,6794.383
EAQ,2003,5.8,0.7,,239.42,109.3,7409.35
EAQ,2004,6.7,2.3,,314.472,110.9,8212.657
EAQ,2005,7.2,1.2,,351.354,108.3,8686.66
EAQ,2006,8.0,1.1,,456.486,100.7,9076.872
EAQ,2007,9.2,3.0,,635.603,93.8,10035.442
EAQ,2008,5.5,4.4,,622.005,94.9,11494.283
EAQ,2009,4.2,-0.5,,483.023,105.3,12057.988
EAQ,2010,8.6,2.2,,538.658,104.6,13770.89
EAQ,2011,6.5,3.8,,329.863,105.6,15908.146
EAQ,2012,5.7,2.0,,365.549,104.1,17061.16
EAQ,2013,5.9,2.0,,320.808,94.3,17231.003
EAQ,2014,5.6,2.1,,418.575,91.3,17993.677
EAQ,2015,5.4,1.2,,616.673,85.7,18146.89
EAQ,2016,5.2,1.5,,570.3,95.9,18905.591
EAQ,2017,5.6,1.4,,564.952,94.6,20088.772
EAQ,2018,5.3,1.8,,361.618,93.1,21961.723
EAQ,2019,4.6,2.2,,423.855,96.6,22432.244
EAQ,2020,1.1,1.9,,595.68,106.9,22936.996
EAQ,2021,7.4,0.9,,792.62,101.5,26333.47
EAQ,2022,2.7,2.3,,694.894,100.1,25511.859
EAQ,2023,4.4,1.0,,590.417,103.1,25478.419
EAQ,2024,4.1,0.8,,879.589,105.3,25872.19
EAQ,2025,4.0,0.6,,1069.441,110.7,26874.702
EAQ,2026,3.5,1.0,,989.426,114.5,28495.619
EAQ,2027,3.6,1.5,,1003.496,116.8,30170.447
EAQ,2028,3.4,1.8,,1008.845,118.9,31943.787
EAQ,2029,3.2,1.9,,1023.057,120.9,33610.422
EAQ,2030,2.9,2.0,,1034.49,123.0,35467.296
EEQ,1980,-0.9,5.9,,-5.958,,165.776
EEQ,1981,-2.7,9.5,,-6.07,,175.894
EEQ,1982,0.5,38.9,,-1.3,,189.8
EEQ,1983,4.5,11.1,,-0.597,,192.063
EEQ,1984,2.9,25.3,,1.186,,184.894
EEQ,1985,1.6,7.0,,-0.218,,182.965
EEQ,1986,3.1,8.0,,-2.023,,188.838
EEQ,1987,2.4,11.3,,0.275,,193.037
EEQ,1988,1.4,24.4,,2.821,,228.377
EEQ,1989,0.0,72.1,,-0.327,,222.448
EEQ,1990,-6.4,190.9,,-0.329,,167.498
EEQ,1991,-10.2,107.0,,-4.803,,149.06
EEQ,1992,-11.3,867.9,,-6.044,,291.925
EEQ,1993,-7.0,693.8,,-10.834,,454.41
EEQ,1994,-8.6,244.4,,2.933,,600.252
EEQ,1995,-1.8,139.3,,-0.167,,773.611
EEQ,1996,-0.4,39.6,,-7.876,,890.972
EEQ,1997,1.5,27.2,,-22.919,,938.767
EEQ,1998,-1.3,22.4,,-24.418,,818.856
EEQ,1999,3.6,46.0,,-1.672,56.5,705.623
EEQ,2000,7.1,20.5,,24.086,45.7,767.341
EEQ,2001,4.6,17.2,,13.759,40.3,868.611
EEQ,2002,4.3,10.7,,6.633,38.3,981.642
EEQ,2003,6.1,9.1,,1.612,35.2,1197.932
EEQ,2004,7.2,8.6,,12.012,30.4,1525.955
EEQ,2005,5.6,9.2,,36.565,26.4,1866.346
EEQ,2006,7.5,7.2,,17.922,22.5,2263.308
EEQ,2007,7.7,7.4,,-56.743,20.3,2926.613
EEQ,2008,4.8,12.0,,-51.988,20.9,3658.464
EEQ,2009,-6.3,8.5,,-6.107,26.6,2861.43
EEQ,2010,3.4,5.5,,2.766,27.5,3239.104
EEQ,2011,3.9,7.6,,23.888,27.5,3835.927
EEQ,2012,2.4,5.2,,13.534,27.4,3892.336
EEQ,2013,1.2,4.6,,-1.453,29.1,4073.696
EEQ,2014,1.2,5.3,,32.685,32.4,3835.28
EEQ,2015,-0.1,10.4,,59.806,35.1,2891.756
EEQ,2016,1.4,4.4,,21.534,35.6,2837.085
EEQ,2017,3.2,3.7,,22.907,32.8,3313.013
EEQ,2018,3.8,3.3,,86.754,31.4,3620.623
EEQ,2019,3.0,3.9,,43.663,30.1,3719.764
EEQ,2020,-2.9,3.0,,45.852,39.3,3505.997
EEQ,2021,6.0,6.0,,66.857,36.5,4166.551
EEQ,2022,-0.5,14.2,,139.847,35.3,4634.658
EEQ,2023,2.9,8.3,,23.686,37.7,4762.417
EEQ,2024,3.3,6.3,,12.215,40.1,5087.576
EEQ,2025,1.4,7.2,,-49.132,42.9,5795.909
EEQ,2026,1.8,4.7,,-49.695,46.0,6015.555
EEQ,2027,2.0,3.7,,-32.042,47.9,6260.122
EEQ,2028,2.0,3.5,,-30.676,49.8,6526.375
EEQ,2029,1.9,3.5,,-31.487,51.5,6811.878
EEQ,2030,1.9,3.4,,-33.751,53.2,7111.121
DA,1980,6.8,,,,,764.622
DA,1981,5.8,11.5,,,,759.366
DA,1982,5.0,8.6,,,,775.0
DA,1983,6.9,9.1,,,,818.678
DA,1984,7.4,9.3,,,,859.862
DA,1985,6.5,9.4,,,,836.022
DA,1986,6.1,11.6,,,,859.507
DA,1987,7.1,11.7,,,,940.661
DA,1988,9.3,15.3,,,,1050.095
DA,1989,6.2,11.5,,,,1119.334
DA,1990,5.9,8.2,,,,1124.047
DA,1991,6.4,10.4,,,,1135.491
DA,1992,8.8,8.4,,,,1285.69
DA,1993,9.0,9.9,,,,1455.524
DA,1994,9.3,14.2,,,,1519.165
DA,1995,8.9,11.8,,,,1818.577
DA,1996,8.4,8.2,,,,2060.96
DA,1997,6.1,4.7,,11.92,,2141.634
DA,1998,2.9,10.5,,53.365,,1984.655
DA,1999,6.6,3.4,,44.716,,2179.051
DA,2000,6.4,2.1,,43.246,43.4,2339.509
DA,2001,6.0,3.0,,39.52,43.8,2471.621
DA,2002,6.6,2.6,,61.727,44.4,2710.464
DA,2003,8.3,3.0,,83.729,44.6,3091.907
DA,2004,8.4,4.3,,91.426,43.5,3587.588
DA,2005,8.9,3.8,,141.559,41.7,4145.507
DA,2006,9.7,4.6,,271.962,38.9,4927.03
DA,2007,10.6,5.3,,395.593,40.3,6234.476
DA,2008,7.1,7.8,,424.225,36.4,7509.737
DA,2009,7.4,2.8,,273.071,41.2,8170.758
DA,2010,9.2,5.1,,239.977,39.9,9842.144
DA,2011,7.5,6.3,,97.746,39.0,11801.644
DA,2012,7.0,4.6,,121.964,39.0,13007.367
DA,2013,6.9,4.6,,100.97,40.7,14237.569
DA,2014,6.9,3.4,,228.467,42.6,15393.876
DA,2015,6.8,2.7,,292.832,44.1,16021.916
DA,2016,6.8,2.8,,209.041,50.4,16504.323
DA,2017,6.6,2.4,,164.479,53.6,18146.542
DA,2018,6.4,2.7,,-51.019,54.9,20012.037
DA,2019,5.4,3.3,,93.672,58.2,20823.483
DA,2020,-0.5,3.2,,323.61,68.1,21072.318
DA,2021,7.8,2.3,,288.129,68.9,24917.373
DA,2022,4.7,3.9,,337.204,72.3,25477.603
DA,2023,6.1,2.4,,253.846,76.8,25850.993
DA,2024,5.3,1.9,,421.873,81.4,26736.872
DA,2025,5.2,1.3,,602.401,87.0,27821.017
DA,2026,4.7,2.1,,492.047,91.1,29722.432
DA,2027,4.8,2.4,,460.304,93.7,31841.006
DA,2028,4.8,2.6,,431.758,95.8,34126.063
DA,2029,4.7,2.7,,411.172,97.6,36463.538
DA,2030,4.5,2.7,,392.402,99.3,38968.105
EDE,1980,-0.9,28.9,,-9.047,,262.405
EDE,1981,-0.6,17.0,,-7.971,,273.792
EDE,1982,1.4,36.4,,-2.252,,278.749
EDE,1983,4.6,17.0,,-2.52,,277.06
EDE,1984,4.1,32.1,,-0.253,,267.565
EDE,1985,2.4,17.9,,-1.231,,275.823
EDE,1986,4.3,16.1,,-3.488,,291.209
EDE,1987,5.0,20.1,,-0.531,,312.004
EDE,1988,1.6,39.7,,4.417,,353.451
EDE,1989,0.1,69.0,,0.634,,370.225
EDE,1990,-0.4,131.9,,-2.954,,375.076
EDE,1991,-5.7,89.1,,-3.894,,357.533
EDE,1992,-8.8,652.5,,-8.611,,489.681
EDE,1993,-4.6,527.6,,-18.327,,660.732
EDE,1994,-8.7,226.5,,4.502,,723.202
EDE,1995,-0.5,135.4,,0.516,,868.447
EDE,1996,0.4,51.3,,-1.77,,989.259
EDE,1997,2.5,40.2,,-15.709,,1051.607
EDE,1998,-0.8,35.6,,-14.941,,936.48
EDE,1999,2.6,56.0,,4.008,,803.072
EDE,2000,7.5,28.8,,19.675,50.9,892.827
EDE,2001,2.9,24.9,,24.455,50.4,914.125
EDE,2002,4.8,17.4,,15.523,47.8,1034.668
EDE,2003,6.2,12.8,,7.986,43.8,1279.747
EDE,2004,7.9,9.2,,12.894,37.2,1650.091
EDE,2005,6.2,9.8,,30.828,32.0,2053.175
EDE,2006,7.4,8.1,,9.244,26.7,2451.987
EDE,2007,7.2,8.1,,-58.997,23.3,3152.391
EDE,2008,4.3,12.3,,-58.138,23.4,3886.914
EDE,2009,-5.9,8.9,,-8.969,28.8,3031.033
EDE,2010,4.5,6.6,,-30.116,28.4,3538.488
EDE,2011,5.6,7.9,,-37.984,27.2,4147.064
EDE,2012,3.1,6.2,,-23.761,26.0,4278.888
EDE,2013,2.9,5.5,,-53.786,26.9,4522.078
EDE,2014,1.9,6.6,,-6.343,29.2,4258.153
EDE,2015,0.9,10.8,,36.567,30.9,3303.027
EDE,2016,1.7,5.6,,-7.064,31.7,3234.087
EDE,2017,4.3,5.6,,-20.908,29.8,3657.703
EDE,2018,3.8,6.3,,67.883,29.4,3842.969
EDE,2019,2.6,6.5,,53.469,28.8,3904.738
EDE,2020,-1.8,5.2,,2.933,37.4,3651.552
EDE,2021,7.2,9.1,,71.058,34.8,4318.889
EDE,2022,0.5,25.4,,128.516,32.4,4872.388
EDE,2023,3.6,17.3,,-18.31,34.2,5129.591
EDE,2024,3.5,16.9,,-4.414,35.0,5631.194
EDE,2025,1.8,13.5,,-71.667,37.5,6463.042
EDE,2026,2.2,9.3,,-68.386,40.2,6614.092
EDE,2027,2.4,7.4,,-51.012,41.9,6880.953
EDE,2028,2.4,6.6,,-53.037,43.3,7222.599
EDE,2029,2.4,6.3,,-56.099,44.6,7569.109
EDE,2030,2.4,6.3,,-61.461,45.7,7917.218
OEMDC,1980,3.9,26.6,,34.424,,2778.527
OEMDC,1981,2.3,23.5,,-26.072,,2937.985
OEMDC,1982,1.7,27.1,,-52.262,,2787.74
OEMDC,1983,1.9,30.1,,-42.955,,2750.025
OEMDC,1984,4.3,32.3,,-17.697,,2757.409
OEMDC,1985,3.6,33.2,,-8.714,,2797.313
OEMDC,1986,3.6,31.7,,-48.361,,2875.038
OEMDC,1987,4.2,40.7,,-22.168,,3179.527
OEMDC,1988,4.1,57.3,,,,3503.295
OEMDC,1989,3.3,65.5,,,,3838.691
OEMDC,1990,3.6,78.8,,,,4391.36
OEMDC,1991,4.0,44.6,,,,4104.924
OEMDC,1992,2.1,121.6,,,,4237.923
OEMDC,1993,2.9,122.0,,,,4798.135
OEMDC,1994,2.9,90.4,,,,5187.071
OEMDC,1995,3.8,40.7,,,,5969.784
OEMDC,1996,5.0,21.0,,,,6693.037
OEMDC,1997,4.7,13.8,,-74.823,,7121.635
OEMDC,1998,2.4,13.7,,-104.046,,6889.07
OEMDC,1999,3.5,13.7,,-8.953,,6624.077
OEMDC,2000,5.7,9.1,,91.393,46.1,7303.295
OEMDC,2001,3.7,8.3,,51.081,47.1,7330.574
OEMDC,2002,4.4,6.8,,89.42,50.4,7254.753
OEMDC,2003,6.1,6.7,,158.37,48.6,8174.204
OEMDC,2004,7.8,6.2,,236.291,45.8,9709.372
OEMDC,2005,6.9,6.0,,452.859,40.9,11606.182
OEMDC,2006,7.8,5.9,,643.417,36.4,13743.203
OEMDC,2007,8.1,6.3,,623.668,35.1,16934.094
OEMDC,2008,5.6,9.4,,686.662,33.0,20347.953
OEMDC,2009,2.6,5.2,,255.789,37.9,19439.467
OEMDC,2010,7.2,5.7,,292.226,36.8,23378.234
OEMDC,2011,6.2,7.1,,368.269,36.1,27566.033
OEMDC,2012,5.3,5.8,,344.968,36.2,29193.88
OEMDC,2013,5.0,5.5,,187.322,37.3,30999.931
OEMDC,2014,4.7,4.7,,169.034,39.1,32049.806
OEMDC,2015,4.3,4.8,,-75.443,42.9,30119.563
OEMDC,2016,4.3,4.3,,-98.985,48.3,30100.476
OEMDC,2017,4.8,4.5,,-9.499,50.5,32935.147
OEMDC,2018,4.6,4.9,,-33.013,51.7,35169.888
OEMDC,2019,3.8,5.2,,22.594,54.1,35916.85
OEMDC,2020,-1.8,5.3,,166.52,63.6,34489.844
OEMDC,2021,7.0,5.9,,382.648,62.7,40616.296
OEMDC,2022,4.3,9.7,,696.246,62.9,43455.83
OEMDC,2023,4.7,8.2,,303.774,66.9,44629.53
OEMDC,2024,4.3,7.9,,445.393,69.0,46211.735
OEMDC,2025,4.2,5.3,,477.092,72.7,48566.775
OEMDC,2026,4.0,4.7,,332.478,75.8,51381.777
OEMDC,2027,4.2,4.2,,301.373,77.6,54657.923
OEMDC,2028,4.1,4.1,,265.89,79.1,58219.064
OEMDC,2029,4.1,3.9,,238.166,80.4,61905.907
OEMDC,2030,4.0,3.9,,206.329,81.6,65817.288
EURO,1992,1.4,3.6,9.1,,,6745.314
EURO,1993,-0.8,3.2,10.0,,,6130.922
EURO,1994,2.5,2.7,10.6,,,6476.245
EURO,1995,2.9,2.4,10.7,,71.6,7643.425
EURO,1996,1.7,2.0,10.8,,73.7,7760.35
EURO,1997,2.7,1.6,10.8,56.94,73.1,6969.933
EURO,1998,3.0,1.1,10.5,22.97,72.8,7134.182
EURO,1999,3.0,1.1,9.8,-36.11,71.7,7152.338
EURO,2000,3.9,2.1,9.1,-94.213,69.2,6524.117
EURO,2001,2.2,2.3,8.5,-23.63,68.2,6622.737
EURO,2002,0.9,2.3,8.8,43.448,68.1,7227.109
EURO,2003,0.7,2.1,9.2,21.655,69.4,8906.314
EURO,2004,2.3,2.1,9.4,71.65,69.7,10212.685
EURO,2005,1.8,2.2,9.2,11.156,70.3,10605.219
EURO,2006,3.3,2.2,8.5,-18.444,68.3,11277.463
EURO,2007,3.0,2.1,7.7,5.189,65.9,12994.497
EURO,2008,0.4,3.3,7.7,-259.933,69.6,14294.139
EURO,2009,-4.5,0.3,9.7,-39.176,80.0,13070.748
EURO,2010,2.1,1.6,10.3,-40.814,85.4,12797.063
EURO,2011,1.7,2.7,10.3,-47.925,87.3,13806.913
EURO,2012,-1.0,2.5,11.5,124.329,90.8,12793.355
EURO,2013,-0.2,1.4,12.1,256.232,92.8,13357.212
EURO,2014,1.4,0.4,11.7,321.904,92.9,13684.874
EURO,2015,2.1,0.2,11.0,341.409,91.0,11830.508
EURO,2016,1.8,0.2,10.1,403.676,89.9,12119.951
EURO,2017,2.6,1.5,9.1,430.419,87.5,12837.964
EURO,2018,1.8,1.8,8.2,412.042,85.5,13879.034
EURO,2019,1.6,1.2,7.6,324.683,83.6,13592.239
EURO,2020,-6.0,0.3,8.0,242.165,96.5,13256.908
EURO,2021,6.4,2.6,7.8,410.804,93.8,14934.587
EURO,2022,3.6,8.4,6.8,-20.331,89.3,14498.999
EURO,2023,0.4,5.4,6.6,264.489,87.1,15831.829
EURO,2024,0.9,2.4,6.4,430.644,87.2,16447.395
EURO,2025,1.2,2.1,6.4,409.257,87.8,17748.965
EURO,2026,1.1,1.9,6.3,419.377,88.9,18914.469
EURO,2027,1.4,2.1,6.2,425.029,89.7,19525.881
EURO,2028,1.3,2.0,6.2,433.437,90.5,20155.039
EURO,2029,1.2,2.0,6.1,446.048,91.3,20806.019
EURO,2030,1.1,2.0,6.1,454.066,92.2,21463.176
EUQ,1980,1.4,12.1,,-66.583,,4006.99
EUQ,1981,0.7,11.9,,-40.144,,3607.416
EUQ,1982,0.7,12.7,,-24.861,,3492.751
EUQ,1983,2.0,8.5,,0.252,,3403.611
EUQ,1984,2.6,8.4,,16.617,,3270.664
EUQ,1985,2.6,5.9,,18.337,,3384.949
EUQ,1986,2.7,3.9,,41.778,,4555.984
EUQ,1987,2.9,3.9,,28.954,,5597.093
EUQ,1988,4.0,5.2,,17.098,,6266.829
EUQ,1989,3.5,9.6,,-2.464,,6366.263
EUQ,1990,2.5,13.5,,-26.782,,7795.202
EUQ,1991,1.1,10.3,,-81.717,,8263.215
EUQ,1992,-1.8,80.1,,-76.584,,9115.677
EUQ,1993,-1.8,67.5,,17.833,,8472.536
EUQ,1994,0.2,33.7,,33.787,,9111.472
EUQ,1995,1.7,22.6,,63.48,,10538.593
EUQ,1996,1.4,9.6,,96.619,,10840.913
EUQ,1997,2.7,6.8,,118.373,65.4,10295.398
EUQ,1998,2.2,5.4,,66.089,66.5,10467.376
EUQ,1999,3.2,9.5,,55.626,64.0,10375.318
EUQ,2000,4.7,5.8,,25.331,60.3,9764.582
EUQ,2001,2.7,5.4,,47.879,58.6,9931.667
EUQ,2002,1.8,4.0,,80.29,58.7,10857.82
EUQ,2003,2.3,3.6,,97.471,60.0,13184.854
EUQ,2004,3.5,3.5,,197.399,59.8,15320.685
EUQ,2005,2.9,3.8,,175.767,59.2,16241.331
EUQ,2006,4.3,3.4,,154.115,56.8,17559.727
EUQ,2007,4.1,3.5,,16.909,54.4,20472.006
EUQ,2008,1.5,5.6,,-93.788,57.5,22513.775
EUQ,2009,-4.8,2.7,,102.084,67.9,19790.264
EUQ,2010,2.5,2.8,,198.144,71.7,20113.715
EUQ,2011,2.3,4.1,,274.807,72.6,22159.077
EUQ,2012,0.3,3.2,,360.148,75.0,21202.723
EUQ,2013,0.5,2.4,,426.863,76.8,22099.145
EUQ,2014,1.6,1.9,,459.106,78.8,22459.226
EUQ,2015,1.6,2.9,,437.63,79.1,19290.748
EUQ,2016,1.7,1.5,,430.892,78.7,19289.894
EUQ,2017,2.8,2.2,,488.251,75.8,20528.095
EUQ,2018,2.3,2.2,,591.209,74.2,22141.723
EUQ,2019,2.0,2.0,,484.83,72.3,21865.89
EUQ,2020,-5.4,1.2,,340.572,85.0,21161.906
EUQ,2021,6.4,3.6,,813.926,81.9,24246.563
EUQ,2022,2.5,10.0,,561.611,76.6,24308.597
EUQ,2023,1.2,6.3,,523.965,76.7,25924.381
EUQ,2024,1.8,3.6,,715.342,77.3,27203.017
EUQ,2025,1.3,3.7,,631.077,78.1,29676.875
EUQ,2026,1.4,2.8,,658.337,79.7,31480.589
EUQ,2027,1.6,2.5,,698.128,80.6,32638.6
EUQ,2028,1.5,2.5,,716.307,81.3,33858.65
EUQ,2029,1.5,2.5,,726.34,82.0,35140.115
EUQ,2030,1.4,2.5,,744.827,82.8,36469.568
EU,1980,1.8,11.9,,-71.151,,3210.009
EU,1981,0.9,12.1,,-54.622,,2837.577
EU,1982,0.6,14.6,,-32.908,,2750.34
EU,1983,1.7,9.2,,-4.969,,2689.43
EU,1984,2.6,9.9,,8.944,,2589.084
EU,1985,2.2,6.2,,9.847,,2666.019
EU,1986,2.7,4.1,,46.717,,3656.582
EU,1987,2.6,4.0,,37.862,,4481.547
EU,1988,3.8,5.9,,45.059,,4951.189
EU,1989,3.6,15.5,,28.247,,5039.392
EU,1990,2.7,30.2,,-3.021,,6203.754
EU,1991,1.5,14.8,,-83.03,,6615.434
EU,1992,1.0,11.4,,-75.371,,7297.637
