country,year,GDP_Growth_Rate_pct,Inflation_Rate_pct,Unemployment_Rate_pct,Current_Account_Balance_USD_bn,Gross_Govt_Debt_pct_GDP,GDP_Current_Prices_USD_bn
SDN,1980,2.5,26.5,,-0.931,,9.095
SDN,1981,6.3,24.0,22.3,-1.371,,6.53
SDN,1982,4.1,26.6,22.2,-1.1,,4.748
SDN,1983,-1.5,30.6,21.4,-0.713,,6.485
SDN,1984,-5.6,33.7,20.7,-0.766,,7.992
SDN,1985,-0.6,45.6,19.9,-0.825,,5.547
SDN,1986,9.9,60.0,19.2,-1.358,,7.4
SDN,1987,6.5,26.5,18.5,-1.601,,11.964
SDN,1988,4.3,62.9,17.9,-1.841,,9.551
SDN,1989,1.4,65.3,17.2,-2.045,,16.853
SDN,1990,0.8,-0.9,16.6,-2.2,,2.245
SDN,1991,7.0,123.6,16.0,-2.5,,2.528
SDN,1992,5.5,117.6,15.4,-1.475,495.2,3.1
SDN,1993,2.8,101.3,15.8,-1.408,285.9,5.246
SDN,1994,3.5,115.5,15.2,-1.476,386.5,5.961
SDN,1995,8.9,68.4,14.6,-1.475,239.0,6.694
SDN,1996,5.5,86.8,14.0,-1.086,220.9,8.377
SDN,1997,6.1,47.2,13.5,-1.098,167.7,10.241
SDN,1998,8.2,24.6,13.0,-1.428,179.7,10.924
SDN,1999,4.2,17.2,12.5,-0.767,160.5,10.714
SDN,2000,8.4,7.1,15.2,-0.518,143.2,13.134
SDN,2001,10.9,1.9,15.0,-0.522,125.6,15.716
SDN,2002,5.9,22.2,15.9,-0.974,121.7,18.137
SDN,2003,6.3,6.5,15.8,-0.939,117.4,21.355
SDN,2004,5.1,9.7,16.2,-0.818,97.8,26.646
SDN,2005,5.6,8.5,17.0,-2.473,75.5,35.183
SDN,2006,6.5,7.2,17.5,-6.496,63.7,45.264
SDN,2007,5.7,14.8,16.8,-3.597,53.7,59.44
SDN,2008,3.8,14.3,16.0,-3.594,55.8,64.833
SDN,2009,-2.8,11.3,14.9,-4.927,71.0,54.812
SDN,2010,3.9,13.0,13.7,-1.725,74.6,65.716
SDN,2011,-3.2,18.1,12.0,-2.653,78.1,66.448
SDN,2012,-17.0,35.6,14.8,-6.259,117.7,48.948
SDN,2013,2.0,36.5,15.2,-5.822,105.8,52.892
SDN,2014,4.7,36.9,19.8,-3.545,84.4,60.726
SDN,2015,4.9,16.9,21.6,-5.461,93.2,64.534
SDN,2016,4.7,17.8,20.6,-4.213,109.9,64.888
SDN,2017,0.8,32.4,19.6,-4.611,149.5,48.906
SDN,2018,-2.3,63.3,19.5,-4.679,209.8,33.59
SDN,2019,-2.5,51.0,22.1,-4.78,216.5,31.484
SDN,2020,-3.6,163.3,26.8,-5.841,278.3,35.237
SDN,2021,0.5,359.1,28.3,-2.62,189.6,35.141
SDN,2022,-2.5,138.8,32.1,-3.794,186.9,33.5
SDN,2023,-20.8,77.2,47.6,-1.389,259.9,36.983
SDN,2024,-23.4,185.7,60.8,-0.955,261.4,29.184
SDN,2025,3.2,87.2,60.6,-1.101,221.5,35.897
SDN,2026,9.5,54.6,58.0,-3.04,172.4,39.474
SDN,2027,14.9,39.9,52.9,-5.43,143.3,46.09
SDN,2028,9.3,27.4,49.9,-5.622,141.9,50.54
SDN,2029,6.5,19.5,47.9,-5.838,134.2,52.73
SDN,2030,5.5,16.1,46.5,-5.963,140.3,55.57
AFG,2003,8.7,35.7,,1.348,270.6,4.553
AFG,2004,0.7,16.4,,1.915,245.0,5.146
AFG,2005,11.8,10.6,,1.864,206.4,6.167
AFG,2006,5.4,6.8,,1.444,23.0,6.925
AFG,2007,13.3,8.7,,5.424,20.1,8.556
AFG,2008,3.9,26.4,,3.477,19.1,10.297
AFG,2009,20.6,-6.8,,5.018,16.2,12.066
AFG,2010,8.4,2.2,,4.51,7.7,15.325
AFG,2011,6.5,11.8,,4.754,7.5,17.89
AFG,2012,14.0,6.4,,2.205,6.8,20.293
AFG,2013,5.7,7.4,,0.291,6.9,20.17
AFG,2014,2.7,4.7,,1.35,8.7,20.616
AFG,2015,1.0,-0.7,,0.744,9.2,20.057
AFG,2016,2.2,4.4,,1.627,8.4,18.02
AFG,2017,2.6,5.0,,1.431,8.0,18.883
AFG,2018,1.2,0.6,,2.227,7.4,18.336
AFG,2019,3.9,2.3,,2.209,6.1,18.876
AFG,2020,-2.4,5.6,,2.814,7.3,20.136
AFG,2021,-14.5,7.8,,-0.008,11.2,14.278
AFG,2022,-6.2,10.6,,-2.687,10.8,14.501
AFG,2023,2.3,-7.7,,-3.502,8.4,17.248
AFG,2024,1.7,-4.3,,,8.8,18.08
ALB,1980,2.7,,5.0,0.001,,1.946
ALB,1981,5.7,,4.2,-0.01,,2.229
ALB,1982,2.9,,2.8,-0.052,,2.296
ALB,1983,1.1,,3.3,-0.037,,2.319
ALB,1984,2.0,,4.4,-0.03,,2.29
ALB,1985,-1.5,,5.9,-0.027,,2.339
ALB,1986,5.6,,5.4,0.001,,2.587
ALB,1987,-0.8,,5.2,0.007,,2.566
ALB,1988,-1.4,,6.0,-0.025,,2.53
ALB,1989,9.8,,6.7,-0.075,,2.779
ALB,1990,-10.0,-0.2,8.5,-0.096,,2.221
ALB,1991,-28.0,35.7,8.9,-0.165,,1.333
ALB,1992,-7.2,226.0,26.5,-0.069,,0.843
ALB,1993,9.6,85.0,22.3,0.024,,1.461
ALB,1994,9.4,22.6,18.4,-0.087,,2.361
ALB,1995,8.9,7.8,12.9,-0.057,,2.882
ALB,1996,9.1,12.7,12.3,-0.253,,3.2
ALB,1997,-10.9,33.2,14.9,-0.295,72.2,2.225
ALB,1998,8.8,20.6,17.7,-0.178,71.2,2.555
ALB,1999,12.9,0.4,18.4,-0.062,68.2,3.226
ALB,2000,6.9,0.0,16.8,-0.246,63.8,3.488
ALB,2001,8.3,3.1,16.4,-0.248,60.6,3.927
ALB,2002,4.5,5.2,15.8,-0.443,64.1,4.356
ALB,2003,5.5,2.4,15.0,-0.432,60.2,5.561
ALB,2004,5.5,2.9,14.4,-0.42,57.5,7.177
ALB,2005,5.5,2.4,14.1,-0.733,58.2,8.052
ALB,2006,5.9,2.4,13.8,-0.592,56.7,8.896
ALB,2007,6.0,3.0,13.4,-1.13,53.6,10.677
ALB,2008,7.5,3.3,13.1,-2.031,55.1,12.881
ALB,2009,3.4,2.2,13.8,-1.853,59.7,12.044
ALB,2010,3.7,3.6,14.0,-1.351,57.7,11.937
ALB,2011,2.5,3.4,14.0,-1.666,59.4,12.899
ALB,2012,1.4,2.0,13.4,-1.257,62.1,12.324
ALB,2013,1.0,1.9,15.9,-1.183,70.4,12.784
ALB,2014,1.8,1.6,17.5,-1.43,72.0,13.246
ALB,2015,2.2,1.9,17.1,-0.981,73.7,11.389
ALB,2016,3.9,1.3,15.2,-0.898,73.3,11.862
ALB,2017,3.3,2.0,13.7,-0.978,71.9,13.053
ALB,2018,3.7,2.0,12.3,-1.024,68.5,15.38
ALB,2019,2.1,1.4,11.5,-1.166,66.6,15.582
ALB,2020,-3.3,1.6,11.7,-1.315,75.4,15.271
ALB,2021,9.0,2.0,11.5,-1.38,74.8,17.985
ALB,2022,4.8,6.7,10.8,-1.121,65.2,19.189
ALB,2023,4.0,4.8,9.5,-0.285,58.0,23.633
ALB,2024,4.0,2.2,8.8,-0.657,56.0,27.084
ALB,2025,3.4,2.3,8.7,-0.714,54.1,29.939
ALB,2026,3.6,2.8,8.7,-0.887,52.7,32.411
ALB,2027,3.5,3.0,8.7,-0.99,51.3,34.208
ALB,2028,3.5,3.0,8.7,-1.082,50.0,36.358
ALB,2029,3.5,3.0,8.7,-1.036,48.7,38.657
ALB,2030,3.5,3.0,8.7,-1.089,47.2,41.115
DZA,1980,-5.4,9.7,15.8,0.242,,45.957
DZA,1981,3.0,14.6,15.4,-0.209,,48.156
DZA,1982,6.4,6.6,15.0,-0.436,,48.599
DZA,1983,5.4,7.8,14.3,-0.085,,51.582
DZA,1984,5.6,6.3,16.5,0.074,,55.906
DZA,1985,5.6,10.4,16.9,1.015,,66.346
DZA,1986,-0.2,14.0,18.4,-2.23,,66.783
DZA,1987,-0.7,5.9,20.1,0.141,,68.698
DZA,1988,-1.9,5.9,21.8,-1.9,,56.07
DZA,1989,4.8,9.2,18.1,-1.033,,57.041
DZA,1990,0.8,9.3,19.8,1.35,,67.171
DZA,1991,-1.2,25.9,20.3,2.39,86.1,50.65
DZA,1992,1.6,31.7,21.4,1.29,69.3,53.414
DZA,1993,-2.1,20.5,23.2,0.81,76.8,55.309
DZA,1994,-0.9,29.0,24.4,-1.839,106.3,46.044
DZA,1995,3.8,29.8,28.1,-2.237,95.9,45.654
DZA,1996,3.8,18.7,28.0,1.248,90.7,50.945
DZA,1997,1.1,5.7,28.0,3.45,79.6,52.287
DZA,1998,5.1,5.0,28.0,-0.91,79.9,52.297
DZA,1999,3.2,2.6,29.3,0.02,69.7,53.011
DZA,2000,3.8,0.3,29.5,9.142,53.4,59.418
DZA,2001,3.0,4.2,27.3,7.06,50.0,59.413
DZA,2002,5.4,1.4,25.7,4.359,47.3,61.516
DZA,2003,6.5,4.3,23.7,8.808,38.2,73.482
DZA,2004,4.5,4.0,17.7,11.116,32.7,91.914
DZA,2005,5.4,1.4,15.3,21.183,25.4,107.047
DZA,2006,2.9,2.3,12.5,28.95,22.5,123.084
DZA,2007,3.1,3.7,13.8,30.6,12.8,142.483
DZA,2008,2.5,4.9,11.3,34.449,7.6,180.384
DZA,2009,1.2,5.7,10.2,0.411,8.9,150.317
DZA,2010,4.8,3.9,10.0,12.157,9.5,177.785
DZA,2011,3.0,4.5,10.0,19.802,8.5,218.332
DZA,2012,2.4,8.9,11.0,12.29,8.6,227.144
DZA,2013,2.6,3.3,9.8,0.835,6.5,229.701
DZA,2014,4.1,2.9,10.6,-9.436,6.9,238.943
DZA,2015,3.2,4.8,11.2,-27.29,7.7,187.494
DZA,2016,3.9,6.4,10.5,-26.473,18.1,180.764
DZA,2017,1.5,5.6,11.7,-22.331,24.0,190.004
DZA,2018,1.4,4.3,11.7,-16.884,34.5,194.507
DZA,2019,0.9,2.0,11.4,-16.911,40.9,193.361
DZA,2020,-5.0,2.4,,-18.681,46.0,164.774
DZA,2021,3.8,7.2,,-4.512,55.1,185.85
DZA,2022,3.6,9.3,,19.064,48.1,225.652
DZA,2023,4.1,9.3,,5.978,47.7,248.087
DZA,2024,3.7,4.0,,-2.888,48.1,269.14
DZA,2025,3.4,3.5,,-10.596,54.0,288.013
DZA,2026,2.9,3.9,,-10.92,62.2,284.984
DZA,2027,2.7,3.7,,-10.27,68.3,291.065
DZA,2028,2.7,3.4,,-10.277,73.6,297.245
DZA,2029,2.5,3.3,,-9.124,77.2,303.879
DZA,2030,2.5,3.3,,-8.428,81.1,308.997
AND,2001,8.1,,,,15.8,1.547
AND,2002,4.5,3.1,,,15.3,1.758
AND,2003,8.7,3.1,,,15.2,2.362
AND,2004,8.1,2.9,,,15.1,2.896
AND,2005,5.4,3.5,,,14.8,3.158
AND,2006,4.8,3.7,,,17.2,3.456
AND,2007,1.6,2.7,,,20.9,3.952
AND,2008,-5.6,4.3,,,27.7,4.082
AND,2009,-5.3,-1.2,,,33.5,3.675
AND,2010,-2.0,1.7,3.0,,35.0,3.446
AND,2011,0.0,2.6,3.7,,36.5,3.625
AND,2012,-5.0,1.5,6.0,,41.5,3.189
AND,2013,-3.5,0.5,6.2,,42.5,3.193
AND,2014,2.5,-0.1,5.3,,42.0,3.267
AND,2015,1.4,-1.1,3.9,,41.0,2.789
AND,2016,3.7,-0.4,3.3,,39.8,2.895
AND,2017,0.3,2.6,2.4,,37.9,2.993
AND,2018,1.6,1.0,1.8,,36.3,3.217
AND,2019,2.0,0.5,2.1,0.568,35.4,3.155
AND,2020,-11.2,0.1,2.9,0.448,46.4,2.885
AND,2021,8.3,1.7,3.3,0.499,48.6,3.325
AND,2022,9.6,6.2,2.1,0.393,38.9,3.376
AND,2023,2.6,5.6,1.5,0.538,35.5,3.786
AND,2024,3.4,3.1,1.5,0.606,33.2,4.038
AND,2025,2.4,2.2,1.6,0.671,31.7,4.408
AND,2026,1.6,1.8,1.6,0.72,30.7,4.715
AND,2027,1.5,1.7,1.6,0.742,29.7,4.855
AND,2028,1.5,1.7,1.6,0.765,29.3,5.001
AND,2029,1.5,1.7,1.6,0.792,28.8,5.157
AND,2030,1.5,1.7,1.6,0.817,28.4,5.318
AGO,1980,2.4,46.7,,0.07,,8.73
AGO,1981,-4.4,1.4,,-0.183,,8.17
AGO,1982,0.0,1.8,,-0.494,,8.17
AGO,1983,4.2,1.8,,-0.359,,8.514
AGO,1984,6.0,1.8,,-0.171,,9.025
AGO,1985,3.5,1.8,,0.195,,11.119
AGO,1986,2.9,1.8,,-0.303,,10.411
AGO,1987,4.1,1.8,,0.447,,11.9
AGO,1988,6.1,1.8,,-0.469,,12.909
AGO,1989,0.0,1.8,,-0.132,,15.017
AGO,1990,-3.5,1.8,,-0.236,,16.529
AGO,1991,12.1,85.3,,-0.58,,16.022
AGO,1992,11.4,299.1,,-0.735,,12.354
AGO,1993,11.0,1379.5,,-0.669,,8.966
AGO,1994,10.5,949.8,,-0.34,,6.529
AGO,1995,10.4,2672.2,,-0.295,,8.148
AGO,1996,11.2,4146.0,,3.266,,10.51
AGO,1997,7.3,221.5,,-0.884,,12.344
AGO,1998,4.7,107.4,,-1.867,,10.464
AGO,1999,2.2,248.2,,-1.71,,9.895
AGO,2000,3.1,325.0,,0.796,118.2,12.646
AGO,2001,4.2,152.6,,-1.431,100.2,12.378
AGO,2002,13.7,108.9,,-0.15,65.1,17.312
AGO,2003,3.5,98.2,,-0.72,50.8,20.342
AGO,2004,11.4,43.5,,0.681,41.6,26.998
AGO,2005,14.2,23.0,,5.138,29.9,41.397
AGO,2006,11.8,13.3,,10.69,16.7,58.654
AGO,2007,13.0,12.2,,10.581,18.8,73.038
AGO,2008,10.8,12.5,,7.194,28.1,98.79
AGO,2009,2.0,13.7,,-7.572,48.4,81.705
AGO,2010,5.3,14.5,,7.506,32.6,95.547
AGO,2011,3.6,13.5,,13.085,26.3,125.552
AGO,2012,8.5,10.3,,13.853,23.8,143.573
AGO,2013,4.9,8.8,,8.348,29.5,153.761
AGO,2014,4.7,7.3,,-3.748,35.3,164.448
AGO,2015,0.8,9.2,,-10.273,50.4,131.661
AGO,2016,-1.7,30.7,,-3.085,66.7,114.764
AGO,2017,-0.1,29.8,,-0.633,60.5,139.835
AGO,2018,-0.6,19.6,,7.403,82.5,114.189
AGO,2019,-0.2,17.1,,5.137,101.4,94.671
AGO,2020,-4.0,22.3,,0.872,119.1,66.521
AGO,2021,2.1,25.8,,8.399,74.3,84.375
AGO,2022,4.2,21.4,,11.763,56.1,142.442
AGO,2023,1.3,13.6,,4.185,72.4,112.483
AGO,2024,4.4,28.2,,6.277,59.9,115.214
AGO,2025,2.1,21.6,,1.082,62.4,115.167
AGO,2026,2.1,16.3,,0.519,63.2,109.855
AGO,2027,2.5,11.5,,0.723,63.5,114.798
AGO,2028,2.9,10.0,,1.084,62.8,122.168
AGO,2029,3.0,10.0,,1.162,61.8,130.394
AGO,2030,3.1,9.8,,1.323,60.9,139.542
ATG,1980,8.2,19.0,,,,0.132
ATG,1981,3.8,11.5,,,,0.149
ATG,1982,-0.1,4.2,,,,0.166
ATG,1983,5.4,2.3,,,,0.185
ATG,1984,10.2,3.8,,,,0.212
ATG,1985,7.6,1.0,,,,0.246
ATG,1986,11.5,0.5,,,,0.298
ATG,1987,6.6,3.6,,,,0.347
ATG,1988,5.2,6.8,,,,0.411
ATG,1989,5.3,4.4,,,,0.455
ATG,1990,3.0,6.6,,,94.1,0.479
ATG,1991,2.2,4.5,,,94.6,0.504
ATG,1992,1.2,3.0,,,90.8,0.525
ATG,1993,5.3,3.1,,,85.3,0.566
ATG,1994,6.7,6.5,,,84.5,0.625
ATG,1995,-4.4,2.7,,,92.1,0.616
ATG,1996,6.6,3.0,,,85.5,0.679
ATG,1997,5.5,0.4,,,80.6,0.734
ATG,1998,4.7,3.3,,,94.6,0.79
ATG,1999,3.7,1.1,,,95.9,0.836
ATG,2000,6.2,-0.2,,,96.4,0.901
ATG,2001,-4.5,1.9,,,107.6,0.878
ATG,2002,1.0,2.4,,,114.5,0.898
ATG,2003,6.1,2.0,,,113.0,0.948
ATG,2004,5.8,2.0,,,107.7,1.026
ATG,2005,6.5,2.1,,,82.8,1.144
ATG,2006,12.7,1.8,,,79.1,1.304
ATG,2007,9.3,1.4,,,68.7,1.487
ATG,2008,0.0,5.3,,,66.8,1.558
ATG,2009,-12.0,-0.6,,,89.2,1.387
ATG,2010,-7.8,3.4,,,79.4,1.298
ATG,2011,-2.0,3.5,,,81.1,1.287
ATG,2012,3.4,3.4,,,76.9,1.365
ATG,2013,-0.6,1.1,,,85.4,1.325
ATG,2014,2.2,1.1,,-0.001,91.9,1.379
ATG,2015,1.4,1.0,,0.029,92.1,1.437
ATG,2016,4.1,-0.5,,-0.036,83.1,1.49
ATG,2017,2.7,2.4,,-0.118,88.2,1.535
ATG,2018,6.7,1.2,,-0.233,84.3,1.662
ATG,2019,3.2,1.4,,-0.112,81.6,1.726
ATG,2020,-18.9,1.1,,-0.22,100.5,1.412
ATG,2021,8.2,1.6,,-0.285,93.0,1.602
ATG,2022,9.1,7.5,,-0.292,82.0,1.867
ATG,2023,2.4,5.1,,-0.271,76.3,2.006
ATG,2024,3.7,6.2,,-0.181,67.6,2.208
ATG,2025,2.5,3.5,,-0.258,65.7,2.34
ATG,2026,2.5,2.4,,-0.255,63.8,2.456
ATG,2027,2.5,2.0,,-0.253,63.2,2.567
ATG,2028,2.5,2.0,,-0.254,61.0,2.683
ATG,2029,2.5,2.0,,-0.258,60.0,2.803
ATG,2030,2.5,2.0,,-0.256,58.3,2.929
ARG,1980,0.7,,3.0,-2.573,,233.696
ARG,1981,-5.7,,5.0,-5.721,,189.802
ARG,1982,-3.1,,4.5,-2.917,,94.25
ARG,1983,3.7,,5.0,-2.436,,116.267
ARG,1984,2.0,,5.0,-2.495,,130.544
ARG,1985,-7.0,,6.2,-0.952,,98.599
ARG,1986,7.1,,6.3,-2.859,,118.565
ARG,1987,2.5,,6.0,-4.235,,121.561
ARG,1988,-2.0,,6.5,-1.572,,142.386
ARG,1989,-7.0,,8.0,1.095,,91.352
ARG,1990,-1.3,,7.6,4.665,,158.024
ARG,1991,10.5,,6.5,-0.429,,211.979
ARG,1992,10.3,,7.1,-6.468,25.0,255.787
ARG,1993,6.3,,11.6,-8.043,26.9,264.429
ARG,1994,5.8,,13.3,-10.981,28.4,287.835
ARG,1995,-2.8,,18.9,-5.104,30.7,288.497
ARG,1996,5.5,,18.8,-7.157,32.6,304.282
ARG,1997,8.1,,16.8,-12.288,31.7,327.436
ARG,1998,3.9,0.9,14.8,-14.641,34.1,334.244
ARG,1999,-3.4,-1.2,16.1,-12.094,38.9,316.998
ARG,2000,-0.8,-0.9,17.1,-9.144,40.8,317.759
ARG,2001,-4.4,-1.1,19.2,-3.952,48.0,300.421
ARG,2002,-10.9,25.9,22.5,8.621,147.2,112.458
ARG,2003,9.0,13.4,17.3,7.972,125.2,142.431
ARG,2004,8.9,4.4,13.6,2.966,117.9,164.911
ARG,2005,8.9,9.6,11.6,4.929,80.3,199.273
ARG,2006,8.0,10.9,10.2,6.5,70.8,232.892
ARG,2007,9.0,8.8,8.5,6.048,62.1,287.921
ARG,2008,4.1,8.6,7.9,5.42,53.8,363.545
ARG,2009,-5.9,6.3,8.7,7.253,55.4,334.633
ARG,2010,10.1,10.5,7.8,-1.623,43.5,424.729
ARG,2011,6.0,9.8,7.2,-5.339,38.9,527.644
ARG,2012,-1.0,10.0,7.2,-2.138,40.4,579.666
ARG,2013,2.4,10.6,7.1,-13.126,43.5,611.471
ARG,2014,-2.5,,7.3,-9.18,44.7,563.614
ARG,2015,2.7,,6.5,-17.623,52.6,642.464
ARG,2016,-2.1,,8.5,-15.104,53.1,556.774
ARG,2017,2.8,25.7,8.4,-31.151,57.0,643.861
ARG,2018,-2.6,34.3,9.2,-27.084,85.2,524.431
ARG,2019,-2.0,53.5,9.8,-3.49,89.8,446.762
ARG,2020,-9.9,42.0,11.6,2.688,103.8,385.218
ARG,2021,10.4,48.4,8.8,6.625,81.0,486.04
ARG,2022,6.0,72.4,6.8,-3.964,84.3,633.52
ARG,2023,-1.9,133.5,6.1,-20.75,154.6,648.895
ARG,2024,-1.3,219.9,7.2,5.7,84.7,637.234
ARG,2025,4.5,41.3,7.5,-8.081,78.8,683.371
ARG,2026,4.0,16.4,6.6,-2.575,73.6,667.922
ARG,2027,4.0,8.5,6.5,-1.135,68.9,710.438
ARG,2028,3.8,7.5,6.5,-1.346,65.5,754.27
ARG,2029,3.6,7.5,6.5,0.328,61.6,798.651
ARG,2030,3.2,7.5,6.5,2.531,58.3,842.591
ARM,1993,-14.1,3731.8,,-0.05,,0.835
ARM,1994,5.4,5273.4,,0.025,,0.648
ARM,1995,8.2,176.7,,-0.218,,1.287
ARM,1996,5.9,18.7,,-0.291,40.8,1.597
ARM,1997,3.2,14.0,,-0.317,46.5,1.639
ARM,1998,7.3,8.7,,-0.416,45.2,1.892
ARM,1999,3.4,0.7,,-0.313,39.2,1.845
ARM,2000,5.6,-0.8,,-0.302,39.6,1.912
ARM,2001,9.6,3.2,38.4,-0.221,38.1,2.118
ARM,2002,14.8,1.0,35.3,-0.148,38.2,2.376
ARM,2003,14.0,4.7,31.2,-0.174,33.0,2.807
ARM,2004,10.4,6.9,31.6,-0.079,26.4,3.577
ARM,2005,13.8,0.6,31.2,-0.124,24.4,4.9
ARM,2006,13.2,2.9,27.8,-0.153,18.7,6.384
ARM,2007,13.7,4.4,28.7,-0.677,16.1,9.206
ARM,2008,6.9,9.1,16.4,-1.659,16.1,11.662
ARM,2009,-14.1,3.5,18.7,-1.426,40.2,8.648
ARM,2010,2.2,8.2,19.0,-1.261,39.7,9.26
ARM,2011,4.7,7.5,18.4,-1.059,42.0,10.142
ARM,2012,7.1,2.5,17.3,-1.058,41.2,10.619
ARM,2013,3.4,5.7,16.2,-0.812,41.6,11.121
ARM,2014,3.6,3.0,17.6,-0.9,43.6,11.61
ARM,2015,3.3,3.7,18.5,-0.281,48.3,10.553
ARM,2016,0.2,-1.4,18.0,-0.101,56.5,10.546
ARM,2017,7.5,0.9,17.8,-0.145,58.1,11.527
ARM,2018,5.2,2.5,19.0,-0.901,56.1,12.458
ARM,2019,7.6,1.5,18.3,-0.961,54.2,13.619
ARM,2020,-7.1,1.5,18.2,-0.505,67.3,12.642
ARM,2021,5.8,7.5,15.5,-0.471,63.6,13.879
ARM,2022,12.6,8.8,13.5,0.144,49.3,19.514
ARM,2023,8.3,2.0,12.4,-0.67,50.4,24.186
ARM,2024,5.9,0.4,13.9,-1.195,50.0,25.955
ARM,2025,4.8,3.3,13.5,-1.297,53.4,27.859
ARM,2026,4.9,2.8,13.3,-1.372,54.1,29.082
ARM,2027,5.5,2.9,13.1,-1.403,53.7,31.454
ARM,2028,4.8,3.2,12.9,-1.481,53.9,33.676
ARM,2029,4.5,2.9,12.7,-1.586,53.9,35.934
ARM,2030,4.5,3.0,12.5,-1.658,53.1,38.388
ABW,1987,16.1,3.6,14.5,,,
ABW,1988,18.6,3.1,5.0,,,
ABW,1989,12.1,4.0,1.5,,,
ABW,1990,4.0,5.8,1.3,,,
ABW,1991,8.0,5.6,6.1,,,
ABW,1992,5.9,3.9,6.4,,,
ABW,1993,7.3,5.2,6.0,,,
ABW,1994,8.2,6.3,6.4,,,
ABW,1995,2.5,3.4,6.0,,55.1,1.321
ABW,1996,1.3,3.2,7.2,,54.8,1.38
ABW,1997,7.0,3.0,7.4,,51.1,1.532
ABW,1998,2.0,1.9,3.3,,41.0,1.665
ABW,1999,1.4,2.3,4.8,-0.435,39.3,1.723
ABW,2000,7.7,4.1,6.9,0.213,38.6,1.873
ABW,2001,4.2,2.9,6.5,0.31,44.3,1.896
ABW,2002,-0.9,3.3,8.1,-0.333,47.1,1.962
ABW,2003,1.1,3.7,11.4,-0.167,40.8,2.044
ABW,2004,7.3,2.5,9.5,0.274,42.5,2.255
ABW,2005,-0.4,3.4,8.8,0.116,45.1,2.36
ABW,2006,1.1,3.6,9.3,0.314,45.5,2.47
ABW,2007,3.1,5.4,5.7,0.259,44.6,2.678
ABW,2008,1.8,9.0,6.9,0.001,40.3,2.843
ABW,2009,-11.7,-2.1,10.3,0.177,48.8,2.554
ABW,2010,-2.7,2.1,10.6,-0.46,54.7,2.454
ABW,2011,3.4,4.4,8.9,-0.264,59.3,2.638
ABW,2012,-1.0,0.6,9.6,0.094,65.5,2.615
ABW,2013,6.4,-2.4,7.6,-0.326,70.0,2.728
ABW,2014,1.4,0.4,7.5,-0.134,77.7,2.791
ABW,2015,3.6,0.5,7.3,0.115,74.2,2.963
ABW,2016,1.2,-0.9,7.7,0.136,75.4,2.984
ABW,2017,3.5,-1.0,8.9,0.03,75.8,3.092
ABW,2018,3.2,3.6,7.3,-0.017,73.3,3.276
ABW,2019,1.2,3.9,5.2,0.006,72.1,3.347
ABW,2020,-24.0,-1.3,8.6,-0.425,117.0,2.456
ABW,2021,14.7,0.7,8.8,-0.065,110.7,2.855
ABW,2022,5.1,5.5,4.3,0.213,97.8,3.266
ABW,2023,7.7,3.4,4.0,0.21,82.5,3.769
ABW,2024,6.8,1.7,4.3,0.4,70.2,4.192
ABW,2025,2.0,0.8,4.4,0.435,67.1,4.319
ABW,2026,2.2,2.1,4.6,0.41,63.9,4.471
ABW,2027,2.0,2.1,4.8,0.394,60.6,4.658
ABW,2028,1.5,2.3,4.8,0.38,57.7,4.83
ABW,2029,1.4,2.3,4.8,0.367,54.8,5.012
ABW,2030,1.3,2.3,4.8,0.349,52.1,5.193
AUS,1980,2.9,10.1,6.1,-3.856,,162.925
AUS,1981,4.1,9.5,5.8,-7.643,,188.411
AUS,1982,0.1,11.4,7.2,-7.681,,187.05
AUS,1983,-0.5,10.0,10.0,-5.648,,179.479
AUS,1984,6.3,4.0,9.0,-8.175,,197.137
AUS,1985,5.5,6.7,8.3,-8.478,,174.386
AUS,1986,2.4,9.1,8.1,-9.163,,181.478
AUS,1987,4.9,8.5,8.1,-7.223,,213.101
AUS,1988,4.3,7.3,7.2,-10.373,,271.09
AUS,1989,4.6,7.6,6.1,-18.425,17.0,308.402
AUS,1990,1.5,7.2,6.9,-15.75,16.4,324.128
AUS,1991,-1.0,3.3,9.6,-10.665,21.6,324.437
AUS,1992,2.6,1.0,10.7,-10.44,27.6,318.005
AUS,1993,3.9,1.8,10.9,-9.39,30.7,309.304
AUS,1994,4.9,1.9,9.7,-15.871,31.7,353.373
AUS,1995,3.0,4.6,8.5,-18.799,31.1,379.227
AUS,1996,4.0,2.7,8.5,-14.861,29.3,424.664
AUS,1997,4.7,0.2,8.4,-12.479,25.9,426.402
AUS,1998,4.7,0.9,7.7,-18.722,23.7,381.499
AUS,1999,4.4,1.4,6.9,-22.572,22.5,411.968
AUS,2000,3.1,4.5,6.3,-16.197,19.5,400.279
AUS,2001,2.6,4.4,6.8,-8.503,17.1,378.114
AUS,2002,4.2,3.0,6.4,-16.165,15.0,425.516
AUS,2003,3.0,2.7,5.9,-28.809,13.2,541.156
AUS,2004,4.1,2.3,5.4,-41.546,11.9,658.743
AUS,2005,3.0,2.7,5.0,-43.835,10.9,736.505
AUS,2006,2.6,3.6,4.8,-46.029,9.9,783.446
AUS,2007,4.3,2.4,4.4,-64.094,9.7,950.093
AUS,2008,2.6,4.3,4.3,-51.288,11.7,1056.565
AUS,2009,2.0,1.8,5.6,-45.175,16.6,1000.831
AUS,2010,2.4,2.9,5.2,-46.324,20.3,1254.622
